,title,genres
2824,Schindler's List (1993),Drama|War
2825,"Godfather, The (1972)",Crime|Drama
2826,Reservoir Dogs (1992),Crime|Mystery|Thriller
2827,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
2828,Fight Club (1999),Action|Crime|Drama|Thriller
2829,Memento (2000),Mystery|Thriller
2830,All the President's Men (1976),Drama|Thriller
2831,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
2832,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
2833,Rear Window (1954),Mystery|Thriller
2834,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
2835,Casablanca (1942),Drama|Romance
2836,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
2837,Goodfellas (1990),Crime|Drama
2838,"Godfather: Part II, The (1974)",Crime|Drama
2839,Full Metal Jacket (1987),Drama|War
2840,Amadeus (1984),Drama
2841,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
2842,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
2843,"Beautiful Mind, A (2001)",Drama|Romance
2844,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
2845,"Shawshank Redemption, The (1994)",Crime|Drama
2846,Fargo (1996),Comedy|Crime|Drama|Thriller
2847,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
2848,Rear Window (1954),Mystery|Thriller
2849,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
2850,Goodfellas (1990),Crime|Drama
2851,Full Metal Jacket (1987),Drama|War
2852,Amadeus (1984),Drama
2853,American History X (1998),Crime|Drama
2854,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2855,Fight Club (1999),Action|Crime|Drama|Thriller
2856,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
2857,Rear Window (1954),Mystery|Thriller
2858,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
2859,Casablanca (1942),Drama|Romance
2860,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
2861,"Boot, Das (Boat, The) (1981)",Action|Drama|War
2862,Glory (1989),Drama|War
2863,Manhattan (1979),Comedy|Drama|Romance
2864,"Graduate, The (1967)",Comedy|Drama|Romance
2865,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
2866,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
2867,"Shining, The (1980)",Horror
2868,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
2869,Fargo (1996),Comedy|Crime|Drama|Thriller
2870,"Godfather, The (1972)",Crime|Drama
2871,Rear Window (1954),Mystery|Thriller
2872,One Flew Over the Cuckoo's Nest (1975),Drama
2873,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
2874,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2875,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
2876,Lawrence of Arabia (1962),Adventure|Drama|War
2877,Fight Club (1999),Action|Crime|Drama|Thriller
2878,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
2879,"Departed, The (2006)",Crime|Drama|Thriller
2880,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
2881,Heat (1995),Action|Crime|Thriller
2882,Casino (1995),Crime|Drama
2883,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
2884,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
2885,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
2886,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2887,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
2888,Lawrence of Arabia (1962),Adventure|Drama|War
2889,Apocalypse Now (1979),Action|Drama|War
2890,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
2891,Goodfellas (1990),Crime|Drama
2892,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
2893,Forrest Gump (1994),Comedy|Drama|Romance|War
2894,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
2895,"Godfather, The (1972)",Crime|Drama
2896,Reservoir Dogs (1992),Crime|Mystery|Thriller
2897,Lawrence of Arabia (1962),Adventure|Drama|War
2898,Apocalypse Now (1979),Action|Drama|War
2899,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
2900,Goodfellas (1990),Crime|Drama
2901,"Godfather: Part II, The (1974)",Crime|Drama
2902,Fight Club (1999),Action|Crime|Drama|Thriller
2903,"Green Mile, The (1999)",Crime|Drama
2904,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
2905,"Shawshank Redemption, The (1994)",Crime|Drama
2906,Lawrence of Arabia (1962),Adventure|Drama|War
2907,Apocalypse Now (1979),Action|Drama|War
2908,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
2909,Goodfellas (1990),Crime|Drama
2910,"Godfather: Part II, The (1974)",Crime|Drama
2911,Cool Hand Luke (1967),Drama
2912,"Last Samurai, The (2003)",Action|Adventure|Drama|War
2913,Big Fish (2003),Drama|Fantasy|Romance
2914,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
2915,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War
2916,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
2917,"Godfather, The (1972)",Crime|Drama
2918,Casablanca (1942),Drama|Romance
2919,Reservoir Dogs (1992),Crime|Mystery|Thriller
2920,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
2921,Lawrence of Arabia (1962),Adventure|Drama|War
2922,Apocalypse Now (1979),Action|Drama|War
2923,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
2924,Goodfellas (1990),Crime|Drama
2925,"Godfather: Part II, The (1974)",Crime|Drama
2926,Full Metal Jacket (1987),Drama|War
2927,American History X (1998),Crime|Drama
2928,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
2929,"Shawshank Redemption, The (1994)",Crime|Drama
2930,Schindler's List (1993),Drama|War
2931,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
2932,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2933,Goodfellas (1990),Crime|Drama
2934,"Godfather: Part II, The (1974)",Crime|Drama
2935,American History X (1998),Crime|Drama
2936,Fight Club (1999),Action|Crime|Drama|Thriller
2937,Snatch (2000),Comedy|Crime|Thriller
2938,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
2939,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
2940,"Shawshank Redemption, The (1994)",Crime|Drama
2941,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
2942,"Godfather, The (1972)",Crime|Drama
2943,Casablanca (1942),Drama|Romance
2944,Reservoir Dogs (1992),Crime|Mystery|Thriller
2945,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
2946,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2947,Apocalypse Now (1979),Action|Drama|War
2948,Goodfellas (1990),Crime|Drama
2949,"Godfather: Part II, The (1974)",Crime|Drama
2950,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2951,"Green Mile, The (1999)",Crime|Drama
2952,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
2953,Apocalypse Now (1979),Action|Drama|War
2954,Glory (1989),Drama|War
2955,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
2956,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
2957,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
2958,Stand by Me (1986),Adventure|Drama
2959,Unforgiven (1992),Drama|Western
2960,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2961,Rosemary's Baby (1968),Drama|Horror|Thriller
2962,"Last Picture Show, The (1971)",Drama
2963,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
2964,"Shawshank Redemption, The (1994)",Crime|Drama
2965,Rear Window (1954),Mystery|Thriller
2966,Casablanca (1942),Drama|Romance
2967,Alien (1979),Horror|Sci-Fi
2968,"Godfather: Part II, The (1974)",Crime|Drama
2969,Full Metal Jacket (1987),Drama|War
2970,Amadeus (1984),Drama
2971,"Boot, Das (Boat, The) (1981)",Action|Drama|War
2972,Glory (1989),Drama|War
2973,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
2974,"Shining, The (1980)",Horror
2975,Cool Hand Luke (1967),Drama
2976,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
2977,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
2978,Lawrence of Arabia (1962),Adventure|Drama|War
2979,Apocalypse Now (1979),Action|Drama|War
2980,Amadeus (1984),Drama
2981,Cool Hand Luke (1967),Drama
2982,"Elephant Man, The (1980)",Drama
2983,Happiness (1998),Comedy|Drama
2984,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2985,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
2986,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
2987,Mary and Max (2009),Animation|Comedy|Drama
2988,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
2989,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
2990,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
2991,Schindler's List (1993),Drama|War
2992,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
2993,"Godfather, The (1972)",Crime|Drama
2994,Rear Window (1954),Mystery|Thriller
2995,Goodfellas (1990),Crime|Drama
2996,"Godfather: Part II, The (1974)",Crime|Drama
2997,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
2998,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
2999,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
3000,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
3001,Vertigo (1958),Drama|Mystery|Romance|Thriller
3002,Rear Window (1954),Mystery|Thriller
3003,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
3004,Some Like It Hot (1959),Comedy|Crime
3005,Casablanca (1942),Drama|Romance
3006,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3007,My Fair Lady (1964),Comedy|Drama|Musical|Romance
3008,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
3009,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
3010,Citizen Kane (1941),Drama|Mystery
3011,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
3012,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3013,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3014,"Shawshank Redemption, The (1994)",Crime|Drama
3015,Forrest Gump (1994),Comedy|Drama|Romance|War
3016,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
3017,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
3018,"Godfather, The (1972)",Crime|Drama
3019,Goodfellas (1990),Crime|Drama
3020,"Godfather: Part II, The (1974)",Crime|Drama
3021,Cool Hand Luke (1967),Drama
3022,Fight Club (1999),Action|Crime|Drama|Thriller
3023,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
3024,"Shawshank Redemption, The (1994)",Crime|Drama
3025,Forrest Gump (1994),Comedy|Drama|Romance|War
3026,Schindler's List (1993),Drama|War
3027,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
3028,Rear Window (1954),Mystery|Thriller
3029,"Godfather: Part II, The (1974)",Crime|Drama
3030,On the Waterfront (1954),Crime|Drama
3031,Saving Private Ryan (1998),Action|Drama|War
3032,American History X (1998),Crime|Drama
3033,Fight Club (1999),Action|Crime|Drama|Thriller
3034,Memento (2000),Mystery|Thriller
3035,"Departed, The (2006)",Crime|Drama|Thriller
3036,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3037,My Fair Lady (1964),Comedy|Drama|Musical|Romance
3038,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
3039,Citizen Kane (1941),Drama|Mystery
3040,Notorious (1946),Film-Noir|Romance|Thriller
3041,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
3042,"Exorcist, The (1973)",Horror|Mystery
3043,Lethal Weapon (1987),Action|Comedy|Crime|Drama
3044,Metropolis (1927),Drama|Sci-Fi
3045,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
3046,Dangerous Liaisons (1988),Drama|Romance
3047,Inglourious Basterds (2009),Action|Drama|War
3048,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3049,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3050,"Shawshank Redemption, The (1994)",Crime|Drama
3051,Forrest Gump (1994),Comedy|Drama|Romance|War
3052,Schindler's List (1993),Drama|War
3053,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
3054,Fight Club (1999),Action|Crime|Drama|Thriller
3055,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
3056,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
3057,"Beautiful Mind, A (2001)",Drama|Romance
3058,"Departed, The (2006)",Crime|Drama|Thriller
3059,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
3060,One Flew Over the Cuckoo's Nest (1975),Drama
3061,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
3062,Brazil (1985),Fantasy|Sci-Fi
3063,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
3064,12 Angry Men (1957),Drama
3065,Lawrence of Arabia (1962),Adventure|Drama|War
3066,Apocalypse Now (1979),Action|Drama|War
3067,Goodfellas (1990),Crime|Drama
3068,Alien (1979),Horror|Sci-Fi
3069,"Godfather: Part II, The (1974)",Crime|Drama
3070,Full Metal Jacket (1987),Drama|War
3071,Amadeus (1984),Drama
3072,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3073,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
3074,"Shawshank Redemption, The (1994)",Crime|Drama
3075,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
3076,"Godfather, The (1972)",Crime|Drama
3077,Rear Window (1954),Mystery|Thriller
3078,"Godfather: Part II, The (1974)",Crime|Drama
3079,Full Metal Jacket (1987),Drama|War
3080,Amadeus (1984),Drama
3081,Saving Private Ryan (1998),Action|Drama|War
3082,Monty Python's And Now for Something Completely Different (1971),Comedy
3083,Fight Club (1999),Action|Crime|Drama|Thriller
3084,Forrest Gump (1994),Comedy|Drama|Romance|War
3085,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
3086,All About Eve (1950),Drama
3087,Rebecca (1940),Drama|Mystery|Romance|Thriller
3088,Notorious (1946),Film-Noir|Romance|Thriller
3089,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
3090,His Girl Friday (1940),Comedy|Romance
3091,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
3092,Goodfellas (1990),Crime|Drama
3093,"Godfather: Part II, The (1974)",Crime|Drama
3094,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
3095,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
3096,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3097,"Shawshank Redemption, The (1994)",Crime|Drama
3098,Forrest Gump (1994),Comedy|Drama|Romance|War
3099,Schindler's List (1993),Drama|War
3100,Blade Runner (1982),Action|Sci-Fi|Thriller
3101,"Godfather, The (1972)",Crime|Drama
3102,Fight Club (1999),Action|Crime|Drama|Thriller
3103,Memento (2000),Mystery|Thriller
3104,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
3105,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
3106,"Departed, The (2006)",Crime|Drama|Thriller
3107,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
3108,"Shawshank Redemption, The (1994)",Crime|Drama
3109,One Flew Over the Cuckoo's Nest (1975),Drama
3110,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
3111,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
3112,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
3113,Lawrence of Arabia (1962),Adventure|Drama|War
3114,Apocalypse Now (1979),Action|Drama|War
3115,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
3116,Goodfellas (1990),Crime|Drama
3117,"Godfather: Part II, The (1974)",Crime|Drama
3118,Full Metal Jacket (1987),Drama|War
3119,Amadeus (1984),Drama
3120,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3121,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
3122,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
3123,Goodfellas (1990),Crime|Drama
3124,"Godfather: Part II, The (1974)",Crime|Drama
3125,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
3126,"Shining, The (1980)",Horror
3127,Cool Hand Luke (1967),Drama
3128,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
3129,Up (2009),Adventure|Animation|Children|Drama
3130,Whiplash (2014),Drama
3131,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi
3132,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
3133,Rear Window (1954),Mystery|Thriller
3134,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
3135,Some Like It Hot (1959),Comedy|Crime
3136,Casablanca (1942),Drama|Romance
3137,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3138,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
3139,Goodfellas (1990),Crime|Drama
3140,"Godfather: Part II, The (1974)",Crime|Drama
3141,Full Metal Jacket (1987),Drama|War
3142,Amadeus (1984),Drama
3143,Glory (1989),Drama|War
3144,Fargo (1996),Comedy|Crime|Drama|Thriller
3145,"Godfather, The (1972)",Crime|Drama
3146,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
3147,Citizen Kane (1941),Drama|Mystery
3148,Notorious (1946),Film-Noir|Romance|Thriller
3149,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
3150,His Girl Friday (1940),Comedy|Romance
3151,One Flew Over the Cuckoo's Nest (1975),Drama
3152,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
3153,Apocalypse Now (1979),Action|Drama|War
3154,Goodfellas (1990),Crime|Drama
3155,"Godfather: Part II, The (1974)",Crime|Drama
3156,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3157,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
3158,"Shawshank Redemption, The (1994)",Crime|Drama
3159,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
3160,"Godfather, The (1972)",Crime|Drama
3161,Rear Window (1954),Mystery|Thriller
3162,American History X (1998),Crime|Drama
3163,Fight Club (1999),Action|Crime|Drama|Thriller
3164,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
3165,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
3166,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
3167,Django Unchained (2012),Action|Drama|Western
3168,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
3169,Forrest Gump (1994),Comedy|Drama|Romance|War
3170,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
3171,"Godfather, The (1972)",Crime|Drama
3172,Reservoir Dogs (1992),Crime|Mystery|Thriller
3173,Goodfellas (1990),Crime|Drama
3174,This Is Spinal Tap (1984),Comedy
3175,Indiana Jones and the Last Crusade (1989),Action|Adventure
3176,Rosemary's Baby (1968),Drama|Horror|Thriller
3177,American History X (1998),Crime|Drama
3178,Fight Club (1999),Action|Crime|Drama|Thriller
3179,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
3180,"Shawshank Redemption, The (1994)",Crime|Drama
3181,Rear Window (1954),Mystery|Thriller
3182,One Flew Over the Cuckoo's Nest (1975),Drama
3183,Lawrence of Arabia (1962),Adventure|Drama|War
3184,"Godfather: Part II, The (1974)",Crime|Drama
3185,Amadeus (1984),Drama
3186,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
3187,Cool Hand Luke (1967),Drama
3188,Good Will Hunting (1997),Drama|Romance
3189,Doctor Zhivago (1965),Drama|Romance|War
3190,"Green Mile, The (1999)",Crime|Drama
3191,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
3192,"Shawshank Redemption, The (1994)",Crime|Drama
3193,"Godfather: Part II, The (1974)",Crime|Drama
3194,Full Metal Jacket (1987),Drama|War
3195,Amadeus (1984),Drama
3196,"Boot, Das (Boat, The) (1981)",Action|Drama|War
3197,Glory (1989),Drama|War
3198,Manhattan (1979),Comedy|Drama|Romance
3199,"Graduate, The (1967)",Comedy|Drama|Romance
3200,Touch of Evil (1958),Crime|Film-Noir|Thriller
3201,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
3202,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
3203,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
3204,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
3205,Some Like It Hot (1959),Comedy|Crime
3206,Casablanca (1942),Drama|Romance
3207,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3208,My Fair Lady (1964),Comedy|Drama|Musical|Romance
3209,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
3210,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
3211,Citizen Kane (1941),Drama|Mystery
3212,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
3213,Notorious (1946),Film-Noir|Romance|Thriller
3214,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
3215,Cool Hand Luke (1967),Drama
3216,"Shawshank Redemption, The (1994)",Crime|Drama
3217,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
3218,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
3219,Lawrence of Arabia (1962),Adventure|Drama|War
3220,Apocalypse Now (1979),Action|Drama|War
3221,Goodfellas (1990),Crime|Drama
3222,"Godfather: Part II, The (1974)",Crime|Drama
3223,American History X (1998),Crime|Drama
3224,Run Lola Run (Lola rennt) (1998),Action|Crime
3225,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
3226,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
3227,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
3228,Crumb (1994),Documentary
3229,"Shawshank Redemption, The (1994)",Crime|Drama
3230,Schindler's List (1993),Drama|War
3231,Apocalypse Now (1979),Action|Drama|War
3232,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
3233,Goodfellas (1990),Crime|Drama
3234,Alien (1979),Horror|Sci-Fi
3235,Ran (1985),Drama|War
3236,"Godfather: Part II, The (1974)",Crime|Drama
3237,Full Metal Jacket (1987),Drama|War
3238,Amadeus (1984),Drama
3239,"Boot, Das (Boat, The) (1981)",Action|Drama|War
3240,Schindler's List (1993),Drama|War
3241,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
3242,"Godfather, The (1972)",Crime|Drama
3243,Reservoir Dogs (1992),Crime|Mystery|Thriller
3244,One Flew Over the Cuckoo's Nest (1975),Drama
3245,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
3246,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
3247,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
3248,Lawrence of Arabia (1962),Adventure|Drama|War
3249,Apocalypse Now (1979),Action|Drama|War
3250,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
3251,Office Space (1999),Comedy|Crime
3252,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
3253,Vertigo (1958),Drama|Mystery|Romance|Thriller
3254,Rear Window (1954),Mystery|Thriller
3255,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
3256,Some Like It Hot (1959),Comedy|Crime
3257,Casablanca (1942),Drama|Romance
3258,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3259,My Fair Lady (1964),Comedy|Drama|Musical|Romance
3260,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
3261,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
3262,Citizen Kane (1941),Drama|Mystery
3263,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
3264,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3265,"Shawshank Redemption, The (1994)",Crime|Drama
3266,"Godfather, The (1972)",Crime|Drama
3267,Rear Window (1954),Mystery|Thriller
3268,Casablanca (1942),Drama|Romance
3269,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
3270,Goodfellas (1990),Crime|Drama
3271,"Godfather: Part II, The (1974)",Crime|Drama
3272,Full Metal Jacket (1987),Drama|War
3273,Amadeus (1984),Drama
3274,Glory (1989),Drama|War
3275,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
3276,Vertigo (1958),Drama|Mystery|Romance|Thriller
3277,Some Like It Hot (1959),Comedy|Crime
3278,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3279,Dial M for Murder (1954),Crime|Mystery|Thriller
3280,"Streetcar Named Desire, A (1951)",Drama
3281,Lawrence of Arabia (1962),Adventure|Drama|War
3282,Amadeus (1984),Drama
3283,Glory (1989),Drama|War
3284,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
3285,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
3286,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
3287,In Bruges (2008),Comedy|Crime|Drama|Thriller
3288,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
3289,Lawrence of Arabia (1962),Adventure|Drama|War
3290,"Shining, The (1980)",Horror
3291,Cool Hand Luke (1967),Drama
3292,Indiana Jones and the Last Crusade (1989),Action|Adventure
3293,Saving Private Ryan (1998),Action|Drama|War
3294,American History X (1998),Crime|Drama
3295,"Green Mile, The (1999)",Crime|Drama
3296,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
3297,Shaun of the Dead (2004),Comedy|Horror
3298,"Departed, The (2006)",Crime|Drama|Thriller
3299,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
3300,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3301,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
