,title,genres
961,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
962,Before Sunset (2004),Drama|Romance
963,Before Midnight (2013),Drama|Romance
964,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
965,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
966,Quiz Show (1994),Drama
967,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
968,Crimson Tide (1995),Drama|Thriller|War
969,Speed (1994),Action|Romance|Thriller
970,Cliffhanger (1993),Action|Adventure|Thriller
971,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
972,Maverick (1994),Adventure|Comedy|Western
973,Platoon (1986),Drama|War
974,Back to the Future (1985),Adventure|Comedy|Sci-Fi
975,Breaker Morant (1980),Drama|War
976,Hoop Dreams (1994),Documentary
977,"Thin Blue Line, The (1988)",Documentary
978,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
979,Stalag 17 (1953),Drama|War
980,Dead Man (1995),Drama|Mystery|Western
981,"Matrix, The (1999)",Action|Sci-Fi|Thriller
982,Impromptu (1991),Comedy|Romance
983,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
984,"Green Mile, The (1999)",Crime|Drama
985,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
986,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
987,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
988,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
989,Limitless (2011),Sci-Fi|Thriller
990,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",Adventure|Drama
991,Doctor Who: Voyage Of The Damned (2007),Action|Sci-Fi
992,Fight Club (1999),Action|Crime|Drama|Thriller
993,Serenity (2005),Action|Adventure|Sci-Fi
994,"Departed, The (2006)",Crime|Drama|Thriller
995,Arrival (2016),Sci-Fi
996,"Sound of Music, The (1965)",Musical|Romance
997,"Color Purple, The (1985)",Drama
998,Little Women (1933),Drama|Romance
999,Jane Eyre (1944),Drama|Romance
1000,Reservoir Dogs (1992),Crime|Mystery|Thriller
1001,Saving Private Ryan (1998),Action|Drama|War
1002,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1003,Fight Club (1999),Action|Crime|Drama|Thriller
1004,Finding Nemo (2003),Adventure|Animation|Children|Comedy
1005,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
1006,Kubo and the Two Strings (2016),Adventure|Animation|Children|Fantasy
1007,Arrival (2016),Sci-Fi
1008,Fargo (1996),Comedy|Crime|Drama|Thriller
1009,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1010,Chicago (2002),Comedy|Crime|Drama|Musical
1011,Harlan County U.S.A. (1976),Documentary
1012,Schindler's List (1993),Drama|War
1013,"Shining, The (1980)",Horror
1014,"Sixth Sense, The (1999)",Drama|Horror|Mystery
1015,Requiem for a Dream (2000),Drama
1016,Ace Ventura: Pet Detective (1994),Comedy
1017,Cheech and Chong's Up in Smoke (1978),Comedy
1018,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
1019,Animal House (1978),Comedy
1020,Four Rooms (1995),Comedy
1021,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1022,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1023,Django Unchained (2012),Action|Drama|Western
1024,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
1025,This Is Spinal Tap (1984),Comedy
1026,Grease (1978),Comedy|Musical|Romance
1027,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
1028,"Beautiful Mind, A (2001)",Drama|Romance
1029,Big Fish (2003),Drama|Fantasy|Romance
1030,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
1031,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
1032,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
1033,As Good as It Gets (1997),Comedy|Drama|Romance
1034,Dancer in the Dark (2000),Drama|Musical
1035,About Schmidt (2002),Comedy|Drama
1036,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1037,This Is Spinal Tap (1984),Comedy
1038,Sling Blade (1996),Drama
1039,Ghost World (2001),Comedy|Drama
1040,American Beauty (1999),Drama|Romance
1041,Requiem for a Dream (2000),Drama
1042,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
1043,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1044,Dead Man Walking (1995),Crime|Drama
1045,"Madness of King George, The (1994)",Comedy|Drama
1046,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
1047,"Remains of the Day, The (1993)",Drama|Romance
1048,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
1049,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1050,Sliding Doors (1998),Drama|Romance
1051,Good Will Hunting (1997),Drama|Romance
1052,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1053,"Sound of Music, The (1965)",Musical|Romance
1054,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1055,"Beautiful Mind, A (2001)",Drama|Romance
1056,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1057,Stargate (1994),Action|Adventure|Sci-Fi
1058,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1059,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1060,Braveheart (1995),Action|Drama|War
1061,"Ref, The (1994)",Comedy
1062,Heathers (1989),Comedy
1063,Ronin (1998),Action|Crime|Thriller
1064,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1065,Superstar (1999),Comedy
1066,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
1067,Snatch (2000),Comedy|Crime|Thriller
1068,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
1069,Raising Arizona (1987),Comedy
1070,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1071,"Conformist, The (Conformista, Il) (1970)",Drama
1072,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1073,Heat (1995),Action|Crime|Thriller
1074,Leaving Las Vegas (1995),Drama|Romance
1075,Bed of Roses (1996),Drama|Romance
1076,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1077,Dead Man Walking (1995),Crime|Drama
1078,Mr. Holland's Opus (1995),Drama
1079,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
1080,"People vs. Larry Flynt, The (1996)",Comedy|Drama
1081,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1082,24 Hour Party People (2002),Comedy|Drama|Musical
1083,Adaptation (2002),Comedy|Drama|Romance
1084,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1085,"Green Mile, The (1999)",Crime|Drama
1086,"Big Short, The (2015)",Drama
1087,Coco (2017),Adventure|Animation|Children
1088,Jeffrey (1995),Comedy|Drama
1089,Clerks (1994),Comedy
1090,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1091,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1092,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1093,American Beauty (1999),Drama|Romance
1094,Fight Club (1999),Action|Crime|Drama|Thriller
1095,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1096,Bonnie and Clyde (1967),Crime|Drama
1097,Tootsie (1982),Comedy|Romance
1098,Seems Like Old Times (1980),Comedy|Romance
1099,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary
1100,Apollo 13 (1995),Adventure|Drama|IMAX
1101,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1102,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
1103,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1104,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
1105,Happy Gilmore (1996),Comedy
1106,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1107,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1108,"Shawshank Redemption, The (1994)",Crime|Drama
1109,Schindler's List (1993),Drama|War
1110,"Ice Storm, The (1997)",Drama
1111,"Simpsons Movie, The (2007)",Animation|Comedy
1112,Predator (1987),Action|Sci-Fi|Thriller
1113,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1114,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
1115,Skyfall (2012),Action|Adventure|Thriller|IMAX
1116,"Sound of Music, The (1965)",Musical|Romance
1117,Love Actually (2003),Comedy|Drama|Romance
1118,Knocked Up (2007),Comedy|Drama|Romance
1119,"Perks of Being a Wallflower, The (2012)",Drama|Romance
1120,American History X (1998),Crime|Drama
1121,"40-Year-Old Virgin, The (2005)",Comedy|Romance
1122,Little Miss Sunshine (2006),Adventure|Comedy|Drama
1123,300 (2007),Action|Fantasy|War|IMAX
1124,Schindler's List (1993),Drama|War
1125,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1126,"Godfather: Part II, The (1974)",Crime|Drama
1127,Trading Places (1983),Comedy
1128,Braveheart (1995),Action|Drama|War
1129,Apollo 13 (1995),Adventure|Drama|IMAX
1130,"Shawshank Redemption, The (1994)",Crime|Drama
1131,Forrest Gump (1994),Comedy|Drama|Romance|War
1132,Ace Ventura: Pet Detective (1994),Comedy
1133,Forrest Gump (1994),Comedy|Drama|Romance|War
1134,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1135,Batman (1989),Action|Crime|Thriller
1136,Taxi Driver (1976),Crime|Drama|Thriller
1137,One Flew Over the Cuckoo's Nest (1975),Drama
1138,"Graduate, The (1967)",Comedy|Drama|Romance
1139,"Breakfast Club, The (1985)",Comedy|Drama
1140,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1141,Sleepers (1996),Thriller
1142,"Beautiful Mind, A (2001)",Drama|Romance
1143,"I, the Jury (1982)",Crime|Drama|Thriller
1144,Heavenly Creatures (1994),Crime|Drama
1145,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
1146,"Royal Tenenbaums, The (2001)",Comedy|Drama
1147,Sideways (2004),Comedy|Drama|Romance
1148,"Shawshank Redemption, The (1994)",Crime|Drama
1149,Lawrence of Arabia (1962),Adventure|Drama|War
1150,American Graffiti (1973),Comedy|Drama
1151,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1152,Casino (1995),Crime|Drama
1153,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1154,Eight Men Out (1988),Drama
1155,"Midnight Clear, A (1992)",Drama|War
1156,Vertigo (1958),Drama|Mystery|Romance|Thriller
1157,Mr. Smith Goes to Washington (1939),Drama
1158,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1159,West Side Story (1961),Drama|Musical|Romance
1160,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
1161,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
1162,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
1163,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
1164,"Shawshank Redemption, The (1994)",Crime|Drama
1165,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
1166,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
1167,Diamonds Are Forever (1971),Action|Adventure|Thriller
1168,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1169,Fargo (1996),Comedy|Crime|Drama|Thriller
1170,Boogie Nights (1997),Drama
1171,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1172,Barcelona (1994),Comedy|Romance
1173,Lawrence of Arabia (1962),Adventure|Drama|War
1174,Animal House (1978),Comedy
1175,Bachelor Party (1984),Comedy
1176,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
1177,"Shawshank Redemption, The (1994)",Crime|Drama
1178,"Devil's Own, The (1997)",Action|Drama|Thriller
1179,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
1180,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1181,"Shawshank Redemption, The (1994)",Crime|Drama
1182,Forrest Gump (1994),Comedy|Drama|Romance|War
1183,Good Will Hunting (1997),Drama|Romance
1184,Heat (1995),Action|Crime|Thriller
1185,Shallow Grave (1994),Comedy|Drama|Thriller
1186,Reservoir Dogs (1992),Crime|Mystery|Thriller
1187,"Big Lebowski, The (1998)",Comedy|Crime
1188,"Godfather, The (1972)",Crime|Drama
1189,"Big Lebowski, The (1998)",Comedy|Crime
1190,Fight Club (1999),Action|Crime|Drama|Thriller
1191,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
1192,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1193,"Exorcist, The (1973)",Horror|Mystery
1194,Misery (1990),Drama|Horror|Thriller
1195,Gladiator (2000),Action|Adventure|Drama
1196,Schindler's List (1993),Drama|War
1197,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1198,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
1199,Black Swan (2010),Drama|Thriller
1200,Amadeus (1984),Drama
1201,Rain Man (1988),Drama
1202,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
1203,No Country for Old Men (2007),Crime|Drama
1204,Sense and Sensibility (1995),Drama|Romance
1205,Leaving Las Vegas (1995),Drama|Romance
1206,"Birdcage, The (1996)",Comedy
1207,"Godfather, The (1972)",Crime|Drama
1208,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1209,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1210,Predator (1987),Action|Sci-Fi|Thriller
1211,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
1212,Dances with Wolves (1990),Adventure|Drama|Western
1213,"Fish Called Wanda, A (1988)",Comedy|Crime
1214,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1215,Under Siege (1992),Action|Drama|Thriller
1216,American History X (1998),Crime|Drama
1217,Michael Clayton (2007),Drama|Thriller
1218,"Purge: Anarchy, The (2014)",Action|Horror|Thriller
1219,Deadpool 2 (2018),Action|Comedy|Sci-Fi
1220,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
1221,"Proposal, The (2009)",Comedy|Romance
1222,"Heat, The (2013)",Action|Comedy|Crime
1223,Spy (2015),Action|Comedy|Crime
1224,American History X (1998),Crime|Drama
1225,Shaun of the Dead (2004),Comedy|Horror
1226,Reign Over Me (2007),Drama
1227,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
1228,Dead Poets Society (1989),Drama
1229,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
1230,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
1231,"Perks of Being a Wallflower, The (2012)",Drama|Romance
1232,12 Angry Men (1957),Drama
1233,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1234,High Noon (1952),Drama|Western
1235,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1236,Rear Window (1954),Mystery|Thriller
1237,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1238,Lawrence of Arabia (1962),Adventure|Drama|War
1239,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1240,"Shining, The (1980)",Horror
1241,Edward Scissorhands (1990),Drama|Fantasy|Romance
1242,"Hours, The (2002)",Drama|Romance
1243,"Unforgiven, The (1960)",Drama|Western
1244,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1245,Gremlins (1984),Comedy|Horror
1246,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
1247,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1248,Goodfellas (1990),Crime|Drama
1249,Raising Arizona (1987),Comedy
1250,Waiting for Guffman (1996),Comedy
1251,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1252,"Shawshank Redemption, The (1994)",Crime|Drama
1253,Schindler's List (1993),Drama|War
1254,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1255,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
1256,Beauty of the Day (Belle de jour) (1967),Drama
1257,"Apartment, The (1960)",Comedy|Drama|Romance
1258,To Kill a Mockingbird (1962),Drama
1259,"Graduate, The (1967)",Comedy|Drama|Romance
1260,To Die For (1995),Comedy|Drama|Thriller
1261,Muriel's Wedding (1994),Comedy
1262,Ace Ventura: Pet Detective (1994),Comedy
1263,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1264,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1265,Fight Club (1999),Action|Crime|Drama|Thriller
1266,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
1267,Up in the Air (2009),Drama|Romance
1268,"Woman Under the Influence, A (1974)",Drama
1269,Fast Food Nation (2006),Drama
1270,Django Unchained (2012),Action|Drama|Western
1271,Interstellar (2014),Sci-Fi|IMAX
1272,"Godfather, The (1972)",Crime|Drama
1273,"Godfather: Part II, The (1974)",Crime|Drama
1274,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1275,Whiplash (2014),Drama
1276,28 Days (2000),Drama
1277,Kiss of the Dragon (2001),Action
1278,Iron Man (2008),Action|Adventure|Sci-Fi
1279,Zombieland (2009),Action|Comedy|Horror
1280,Jumanji (1995),Adventure|Children|Fantasy
1281,Batman Forever (1995),Action|Adventure|Comedy|Crime
1282,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
1283,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
1284,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1285,Casablanca (1942),Drama|Romance
1286,Monty Python's Life of Brian (1979),Comedy
1287,Juno (2007),Comedy|Drama|Romance
1288,"Shawshank Redemption, The (1994)",Crime|Drama
1289,Welcome to the Dollhouse (1995),Comedy|Drama
1290,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1291,The Imitation Game (2014),Drama|Thriller|War
1292,Fargo (1996),Comedy|Crime|Drama|Thriller
1293,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
1294,Almost Famous (2000),Drama
1295,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
1296,Platoon (1986),Drama|War
1297,Ran (1985),Drama|War
1298,Psycho (1960),Crime|Horror
1299,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
1300,"Bourne Identity, The (2002)",Action|Mystery|Thriller
1301,Into the Wild (2007),Action|Adventure|Drama
1302,Inside Job (2010),Documentary
1303,Mud (2012),Adventure|Crime|Drama
1304,There's Something About Mary (1998),Comedy|Romance
1305,High Fidelity (2000),Comedy|Drama|Romance
1306,Scary Movie (2000),Comedy|Horror
1307,Scary Movie 2 (2001),Comedy
1308,"Shawshank Redemption, The (1994)",Crime|Drama
1309,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
1310,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1311,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1312,"Shining, The (1980)",Horror
1313,Being There (1979),Comedy|Drama
1314,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1315,Villain (1971),Crime|Drama|Thriller
1316,True Romance (1993),Crime|Thriller
1317,There's Something About Mary (1998),Comedy|Romance
1318,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
1319,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
1320,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1321,Little Miss Sunshine (2006),Adventure|Comedy|Drama
1322,3:10 to Yuma (2007),Action|Crime|Drama|Western
1323,Django Unchained (2012),Action|Drama|Western
1324,Blade Runner (1982),Action|Sci-Fi|Thriller
1325,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1326,Memento (2000),Mystery|Thriller
1327,Moulin Rouge (2001),Drama|Musical|Romance
1328,One Flew Over the Cuckoo's Nest (1975),Drama
1329,Bossa Nova (2000),Comedy|Drama|Romance
1330,Gladiator (2000),Action|Adventure|Drama
1331,Love's Labour's Lost (2000),Comedy|Romance
1332,Forrest Gump (1994),Comedy|Drama|Romance|War
1333,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
1334,50 First Dates (2004),Comedy|Romance
1335,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
1336,"Shawshank Redemption, The (1994)",Crime|Drama
1337,Batman (1989),Action|Crime|Thriller
1338,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1339,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1340,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
1341,As Good as It Gets (1997),Comedy|Drama|Romance
1342,Office Space (1999),Comedy|Crime
1343,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
1344,"Shawshank Redemption, The (1994)",Crime|Drama
1345,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
1346,Striptease (1996),Comedy|Crime
1347,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1348,"Shawshank Redemption, The (1994)",Crime|Drama
1349,12 Angry Men (1957),Drama
1350,Black Mirror: White Christmas (2014),Drama|Horror|Mystery|Sci-Fi|Thriller
1351,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
1352,Gattaca (1997),Drama|Sci-Fi|Thriller
1353,"Big Lebowski, The (1998)",Comedy|Crime
1354,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
1355,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
1356,"Shawshank Redemption, The (1994)",Crime|Drama
1357,"Fugitive, The (1993)",Thriller
1358,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
1359,Batman (1989),Action|Crime|Thriller
1360,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1361,You Don't Mess with the Zohan (2008),Comedy
1362,Shutter Island (2010),Drama|Mystery|Thriller
1363,Grown Ups (2010),Comedy
1364,Clerks (1994),Comedy
1365,American Pie (1999),Comedy|Romance
1366,"Me, Myself & Irene (2000)",Adventure|Comedy
1367,I Am Sam (2001),Drama
1368,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1369,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1370,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
1371,"King of Kong, The (2007)",Documentary
1372,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1373,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1374,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1375,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
1376,'Til There Was You (1997),Drama|Romance
1377,Emma (1996),Comedy|Drama|Romance
1378,Adam's Rib (1949),Comedy|Romance
1379,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller
1380,Casablanca (1942),Drama|Romance
1381,Psycho (1960),Crime|Horror
1382,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1383,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance
1384,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1385,"Fugitive, The (1993)",Thriller
1386,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
1387,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
1388,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1389,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1390,Central Station (Central do Brasil) (1998),Drama
1391,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1392,Babe (1995),Children|Drama
1393,Forrest Gump (1994),Comedy|Drama|Romance|War
1394,Speed (1994),Action|Romance|Thriller
1395,Pretty Woman (1990),Comedy|Romance
1396,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
1397,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1398,Kingpin (1996),Comedy
1399,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1400,Dracula: Dead and Loving It (1995),Comedy|Horror
1401,Requiem for a Dream (2000),Drama
1402,"Departed, The (2006)",Crime|Drama|Thriller
1403,Incendies (2010),Drama|Mystery|War
1404,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1405,Fight Club (1999),Action|Crime|Drama|Thriller
1406,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1407,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
1408,Babe (1995),Children|Drama
1409,Crimson Tide (1995),Drama|Thriller|War
1410,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
1411,Shallow Grave (1994),Comedy|Drama|Thriller
1412,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1413,"Shawshank Redemption, The (1994)",Crime|Drama
1414,Starship Troopers (1997),Action|Sci-Fi
1415,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1416,Funny Face (1957),Comedy|Musical
1417,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
1418,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1419,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
1420,Casablanca (1942),Drama|Romance
1421,Empire Records (1995),Comedy|Drama
1422,"Hours, The (2002)",Drama|Romance
1423,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1424,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
1425,West Side Story (1961),Drama|Musical|Romance
1426,"Music Man, The (1962)",Children|Comedy|Musical|Romance
1427,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western
1428,Titanic (1997),Drama|Romance
1429,"Walk to Remember, A (2002)",Drama|Romance
1430,Tristan & Isolde (2006),Drama|Romance
1431,Atonement (2007),Drama|Romance|War
1432,Dead Poets Society (1989),Drama
1433,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1434,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
1435,"Beautiful Mind, A (2001)",Drama|Romance
1436,"Peacemaker, The (1997)",Action|Thriller|War
1437,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1438,Wag the Dog (1997),Comedy
1439,Fallen (1998),Crime|Drama|Fantasy|Thriller
1440,Remember the Titans (2000),Drama
1441,Ocean's Eleven (2001),Crime|Thriller
1442,Old School (2003),Comedy
1443,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
1444,Taxi Driver (1976),Crime|Drama|Thriller
1445,"Godfather, The (1972)",Crime|Drama
1446,The Devil's Advocate (1997),Drama|Mystery|Thriller
1447,There Will Be Blood (2007),Drama|Western
1448,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1449,Dead Poets Society (1989),Drama
